#iteration|nodeId|similarity
before|510|1.8432165E-4
before|618|3.064783E-4
before|205|2.712784E-4
before|321|2.539614E-4
before|691|4.6787874E-5
before|198|1.0538064E-4
before|486|9.859886E-5
before|227|6.871744E-5
before|553|7.910397E-5
before|821|9.544272E-5
before|507|2.866352E-4
before|466|2.0596171E-4
before|673|1.4790958E-4
before|661|2.6296073E-4
before|242|1.3482347E-4
before|955|7.88893E-5
before|193|2.5752545E-4
before|382|5.44791E-5
before|195|3.2431137E-5
before|194|5.0093787E-4
before|332|2.6657362E-4
before|584|1.9825956E-4
before|730|2.712282E-4
before|1108|2.6476077E-5
before|1061|9.398808E-5
before|367|6.187967E-5
before|221|1.9856621E-4
before|558|6.1864084E-5
before|1243|2.5605687E-4
before|295|1.1879236E-4
before|756|0.0014178465
before|407|1.02460624E-4
before|540|1.4622652E-4
before|1350|1.8877519E-4
before|218|2.8837204E-4
before|432|2.4674347E-4
before|547|8.1667723E-4
before|728|4.265174E-4
before|1091|2.779773E-4
before|215|6.3182873E-4
before|365|2.126579E-4
before|209|7.663742E-5
before|572|4.86082E-5
before|1056|1.4350945E-4
before|239|2.8622424E-4
before|352|2.4039717E-4
before|402|7.641741E-5
before|585|2.207932E-4
before|230|5.6635827E-4
before|302|1.00939425E-4
before|662|2.6240607E-5
before|814|8.077583E-5
before|839|1.9431756E-4
before|255|3.7855876E-4
before|473|1.8180397E-5
before|657|2.7051254E-4
before|1027|4.1068855E-4
before|354|6.908947E-5
before|516|2.8181876E-4
before|763|1.4350945E-4
before|224|3.3587907E-4
before|838|1.7066671E-4
before|1419|1.07944536E-4
before|252|3.470194E-5
before|324|2.5702795E-4
before|1209|5.44791E-5
before|355|4.709851E-5
before|493|7.920926E-5
before|246|2.3633559E-4
before|341|1.4790958E-4
before|819|5.7829155E-5
before|452|3.0573894E-4
before|267|0.0013484472
before|374|1.2338499E-4
before|669|3.222931E-4
before|1309|1.13777794E-4
before|406|3.0517986E-4
before|1074|2.084951E-4
before|278|5.7805807E-4
before|1535|7.641741E-5
before|737|4.5347722E-5
before|281|4.535341E-5
before|285|1.07314685E-4
before|446|6.908947E-5
before|287|5.693548E-4
before|419|2.7962928E-5
before|286|9.2977585E-5
before|444|4.6787874E-5
before|423|1.4790958E-4
before|617|9.188181E-5
before|1357|2.5017257E-4
before|534|3.8079784E-4
before|1460|5.775497E-5
before|1112|5.05579E-5
before|263|2.1700384E-4
before|293|3.8257177E-4
before|343|3.2153822E-4
before|269|2.1266715E-4
before|502|6.256406E-4
before|969|3.268218E-5
before|309|2.731772E-4
before|364|2.9292467E-4
before|885|5.251283E-5
before|455|2.5963472E-4
before|497|2.1124148E-4
before|851|1.60325E-4
before|982|5.2937015E-4
before|1415|3.1402633E-5
before|310|2.1266146E-4
before|503|1.431439E-4
before|624|2.5729116E-4
before|1000|7.6001925E-5
before|319|3.1851485E-4
before|1551|9.495789E-5
before|494|5.8805087E-4
before|835|6.3822954E-5
before|401|4.86082E-5
before|604|4.401268E-4
before|747|5.775497E-5
before|1870|6.871744E-5
before|297|2.7383177E-4
before|1480|7.641172E-5
before|905|7.641741E-5
before|342|5.44791E-5
before|369|1.5869716E-4
before|442|2.608867E-4
before|337|1.431439E-4
before|347|9.495789E-5
before|997|1.13777794E-4
before|344|1.9006096E-4
before|395|1.13008755E-4
before|772|7.663742E-5
before|757|1.9057094E-4
before|611|2.2723843E-4
before|383|2.2945888E-4
before|813|5.5313116E-4
before|832|4.8795572E-4
before|1237|2.1411495E-5
before|953|2.7306672E-4
before|1099|3.7236366E-4
before|366|6.908947E-5
before|1026|1.9737278E-4
before|853|7.858416E-5
before|942|2.3138172E-4
before|478|2.4309264E-5
before|469|6.187967E-5
before|643|5.3258795E-5
before|967|1.15148294E-4
before|392|4.8061553E-4
before|331|1.8997605E-4
before|716|8.515634E-5
before|329|1.8877519E-4
before|565|1.4350945E-4
before|923|3.4948412E-4
before|368|4.119432E-4
before|578|7.425403E-5
before|616|2.49786E-4
before|381|8.633505E-5
before|612|9.0500966E-5
before|520|2.4144296E-4
before|356|6.4813634E-5
before|1506|8.9667825E-5
before|1497|1.7035076E-5
before|1677|6.308426E-5
before|358|3.3789175E-4
before|785|1.7272244E-4
before|1125|3.268218E-5
before|846|9.3480805E-4
before|755|4.4484474E-5
before|679|1.3071785E-4
before|958|1.882795E-4
before|972|5.1908508E-5
before|647|8.3715575E-5
before|750|3.7138833E-4
before|802|8.9667825E-5
before|1656|5.44791E-5
before|1266|1.0938961E-4
before|411|8.805856E-4
before|454|2.3913496E-4
before|1203|4.044928E-4
before|431|3.1123956E-5
before|414|5.629197E-5
before|1815|2.2755559E-4
before|855|7.0552116E-5
before|1051|9.398808E-5
before|732|2.7051254E-4
before|556|2.180771E-4
before|1308|3.318065E-4
before|404|6.96704E-5
before|405|5.5433222E-5
before|1438|4.474717E-5
before|416|4.656262E-4
before|1137|8.51101E-5
before|1617|5.241322E-5
before|1160|1.15148294E-4
before|878|3.0630283E-4
before|1110|5.0881115E-4
before|397|1.3624973E-4
before|733|1.9906055E-4
before|1682|5.2094154E-5
before|385|5.5769935E-5
before|769|4.1870768E-5
before|390|9.7189023E-4
before|550|4.709851E-5
before|441|0.0013672165
before|935|2.5206883E-4
before|464|2.6772168E-4
before|447|2.1411495E-5
before|457|4.96856E-4
before|531|1.7010578E-4
before|438|7.5445435E-4
before|429|2.3676711E-4
before|554|5.879232E-4
before|428|7.5671895E-5
before|421|3.4716123E-4
before|925|5.409812E-5
before|1256|2.4154586E-4
before|991|5.3258795E-5
before|1270|1.13777794E-4
before|476|1.9737278E-4
before|1787|6.4813634E-5
before|1334|1.5014733E-4
before|652|4.2839878E-4
before|655|3.606767E-5
before|926|4.438133E-5
before|467|1.882795E-4
before|538|1.3983228E-4
before|537|1.7656789E-4
before|654|5.4586295E-4
before|485|0.0028953154
before|623|2.7306672E-4
before|708|3.6007626E-5
before|913|4.4874392E-5
before|1651|4.301428E-5
before|458|4.1462592E-4
before|631|2.7748675E-4
before|1088|1.6626167E-4
before|1400|1.1341599E-4
before|1867|8.633505E-5
before|687|3.9464405E-5
before|1127|1.1341599E-4
before|453|1.372153E-4
before|692|4.1870768E-5
before|608|6.571996E-5
before|896|6.1864084E-5
before|499|2.933989E-4
before|719|2.1411495E-5
before|490|5.241322E-5
before|823|4.9557904E-4
before|934|2.7962928E-5
before|1101|5.251283E-5
before|517|7.663742E-5
before|1748|5.851429E-5
before|533|5.251283E-5
before|561|3.268218E-5
before|713|2.4309264E-5
before|575|4.298913E-4
before|1186|5.851429E-5
before|574|9.544272E-5
before|893|8.278188E-4
before|524|7.355432E-5
before|870|2.5436346E-4
before|981|2.7012973E-4
before|1304|1.2026663E-4
before|787|9.742567E-4
before|532|2.572992E-4
before|529|5.241322E-5
before|528|2.519466E-4
before|1542|4.044928E-4
before|593|2.1021075E-4
before|536|4.3869015E-5
before|875|2.2800577E-4
before|833|1.7869477E-4
before|1184|6.8266684E-4
before|1213|3.1202744E-5
before|613|1.21883895E-4
before|842|3.0012673E-4
before|1066|1.7035076E-5
before|1355|9.544272E-5
before|1878|5.16615E-4
before|1003|3.92785E-5
before|759|1.3594709E-4
before|1339|1.431439E-4
before|627|1.8462166E-5
before|762|3.4003163E-4
before|626|3.268218E-5
before|1571|1.9737278E-4
before|630|1.823319E-4
before|628|1.3624973E-4
before|1358|1.8180397E-5
before|632|6.2086206E-4
before|1126|1.4423636E-4
before|1404|7.663742E-5
before|1223|5.44791E-5
before|815|1.15148294E-4
before|590|2.1459321E-4
before|742|5.7829155E-5
before|1927|7.641172E-5
before|951|3.2431137E-5
before|1173|1.8180397E-5
before|685|7.858416E-5
before|1265|2.4309264E-5
before|684|7.920926E-5
before|712|1.608704E-4
before|1719|8.6685526E-5
before|695|2.7043492E-4
before|1639|1.3439434E-4
before|1462|1.3624973E-4
before|1458|5.571949E-5
before|653|9.992018E-5
before|731|4.709851E-5
before|1177|2.5120238E-4
before|1345|3.35873E-5
before|1406|3.1402633E-5
before|1196|0.0011095571
before|1780|1.1354173E-4
before|1188|5.203394E-4
before|868|1.7035076E-5
before|1116|7.837136E-5
before|1402|1.882795E-4
before|760|1.4790958E-4
before|761|3.114275E-4
before|764|2.4309264E-5
before|1354|5.7024394E-5
before|1097|2.6476077E-5
before|1240|6.315252E-5
before|1251|3.6007626E-5
before|1204|1.984916E-4
before|1114|5.2094154E-5
before|715|3.92785E-5
before|874|5.6692315E-5
before|829|7.532928E-5
before|1153|2.180771E-4
before|727|7.663742E-5
before|1068|2.434663E-4
before|734|7.641172E-5
before|906|4.709851E-5
before|1258|1.2510964E-4
before|735|4.1870768E-5
before|1496|5.2739115E-4
before|820|1.6461672E-4
before|940|4.9088674E-5
before|828|1.3624973E-4
before|844|1.1073938E-4
before|924|3.606767E-5
before|768|2.1758447E-4
before|806|2.9627085E-4
before|807|2.275556E-4
before|795|9.188181E-5
before|803|1.6626167E-4
before|1384|3.4133342E-4
before|961|3.7550298E-4
before|810|6.4813634E-5
before|1414|1.6545485E-4
before|1697|3.35873E-5
before|1013|2.275556E-4
before|957|2.6491692E-4
before|1348|5.409812E-5
before|996|1.962534E-4
before|986|2.327294E-5
before|847|1.1970375E-4
before|1690|3.35873E-5
before|962|7.224103E-5
before|1071|1.793609E-4
before|1276|2.9874718E-4
before|1810|2.1550759E-4
before|930|2.2814133E-4
before|964|1.2026663E-4
before|1123|3.519671E-4
before|916|1.8432165E-4
before|1568|7.8900375E-5
before|993|7.64385E-5
before|1581|2.712282E-4
before|1016|1.4241754E-4
before|1133|7.641172E-5
before|1010|7.6001925E-5
before|1012|3.606767E-5
before|1234|5.8514293E-4
before|1195|5.8514293E-4
before|1898|2.1285024E-4
before|1490|1.60325E-4
before|1714|1.3624973E-4
before|1103|3.1123956E-5
before|1024|3.9724837E-4
before|1093|6.8868184E-4
before|1104|2.1550759E-4
before|1305|2.5190183E-4
before|1039|9.177756E-5
before|1046|5.175171E-4
before|1030|5.05579E-5
before|1352|1.1054642E-4
before|1595|5.44791E-5
before|1084|7.589059E-5
before|1202|1.3174339E-4
before|1219|2.327294E-5
before|1225|0.003021473
before|1176|6.908947E-5
before|1236|3.454449E-5
before|1711|5.7829155E-5
before|1168|1.938999E-4
before|1235|1.3624973E-4
before|1479|1.3439434E-4
before|1246|2.275556E-4
before|1416|7.663742E-5
before|1155|3.268218E-5
before|1502|1.8462166E-5
before|1159|2.6657362E-4
before|1167|5.251283E-5
before|1175|2.6240607E-5
before|1179|6.908947E-5
before|1869|4.0375147E-4
before|1653|4.709851E-5
before|1386|3.4133342E-4
before|1574|1.7035076E-5
before|1769|1.4502631E-4
before|1519|1.9737278E-4
before|1601|9.495789E-5
before|1971|2.9938537E-4
before|1626|2.6742046E-4
after|1101|4.8850587E-5
after|1103|3.376188E-5
after|1097|2.5608544E-5
after|1099|3.6456579E-4
after|1093|6.756739E-4
after|1088|1.4709955E-4
after|15|9.638343E-4
after|1091|2.4300613E-4
after|1116|7.8214514E-5
after|1112|7.340417E-5
after|1114|4.758947E-5
after|1108|2.3716577E-5
after|1110|5.097794E-4
after|26|9.2588976E-4
after|1104|1.941792E-4
after|28|1.9076413E-4
after|1133|7.820381E-5
after|36|4.5474494E-4
after|1126|1.7201142E-4
after|1127|1.0051026E-4
after|1125|3.507126E-5
after|1123|3.512917E-4
after|47|3.0176013E-4
after|1150|1.4468227E-4
after|48|7.688049E-4
after|52|3.4581593E-4
after|58|9.78532E-4
after|57|3.517214E-4
after|1137|7.728375E-5
after|60|8.1620953E-4
after|1039|9.040996E-5
after|67|6.32216E-4
after|1024|3.9867233E-4
after|76|2.9619073E-4
after|1026|1.8865059E-4
after|1027|3.62493E-4
after|1030|5.9267655E-5
after|74|6.171228E-5
after|1051|9.2265414E-5
after|87|0.0010869076
after|1053|2.1665137E-4
after|82|5.5533356E-4
after|92|1.7197276E-4
after|89|4.7956215E-4
after|1046|4.9953716E-4
after|1066|1.5749296E-5
after|102|1.5099865E-4
after|103|5.090831E-4
after|100|0.0010215553
after|101|4.6197412E-4
after|98|0.0012426943
after|1071|1.7454743E-4
after|99|2.5367556E-4
after|1068|2.314146E-4
after|96|6.259304E-4
after|1058|5.5769902E-5
after|111|5.744083E-4
after|1056|1.5413121E-4
after|109|2.449485E-4
after|106|1.76743E-5
after|104|8.552227E-4
after|105|3.5531633E-4
after|1061|9.0433416E-5
after|119|0.0014211495
after|117|3.0958976E-4
after|116|7.730454E-4
after|1080|5.7122375E-5
after|115|5.0055544E-4
after|1086|1.4260244E-4
after|1084|7.6705575E-5
after|112|2.8647719E-5
after|1074|2.0605986E-4
after|125|2.5396878E-4
after|120|3.330035E-4
after|1223|5.3266966E-5
after|138|2.5457342E-4
after|141|6.129189E-4
after|140|1.4920512E-4
after|1219|2.3011084E-5
after|142|1.6229891E-4
after|1229|2.5982448E-4
after|131|0.0010628869
after|130|4.0054152E-4
after|1225|0.0029896528
after|133|2.1448989E-4
after|132|3.895174E-4
after|1236|3.692884E-5
after|152|6.800853E-5
after|1237|3.660928E-5
after|155|6.1652163E-4
after|1239|7.525317E-5
after|156|3.4557097E-4
after|1234|5.6886335E-4
after|158|5.9364486E-4
after|1235|1.3605974E-4
after|144|9.624601E-4
after|145|1.1811787E-4
after|1246|2.1210159E-4
after|1240|6.2972154E-5
after|1243|2.5224476E-4
after|169|1.0740453E-4
after|1251|3.1428808E-5
after|174|4.787331E-5
after|172|0.0032629906
after|161|3.364159E-4
after|160|0.0013763942
after|167|2.66838E-4
after|1258|1.1597054E-4
after|166|3.4301938E-4
after|165|5.5907614E-4
after|1256|2.3190916E-4
after|164|5.0816836E-4
after|1270|1.0545425E-4
after|186|2.507968E-4
after|187|2.245823E-4
after|1266|1.072827E-4
after|191|3.9721685E-4
after|1265|2.5843505E-5
after|189|2.7528947E-4
after|178|4.134084E-4
after|1276|2.8950442E-4
after|176|1.2649863E-4
after|177|2.3731784E-4
after|182|1.3184639E-4
after|183|6.9141923E-4
after|1153|2.2481907E-4
after|205|2.6282048E-4
after|1155|2.9965699E-5
after|207|1.5605878E-4
after|206|6.5185764E-4
after|1157|8.506862E-5
after|200|3.0968993E-4
after|1159|2.6437792E-4
after|1160|1.05988714E-4
after|199|3.9890737E-4
after|198|1.02338265E-4
after|193|2.4712947E-4
after|1164|7.075642E-5
after|1167|5.3880703E-5
after|195|3.7161102E-5
after|194|5.2635756E-4
after|1168|1.7721279E-4
after|220|5.5673084E-4
after|221|1.9638316E-4
after|222|7.223494E-5
after|223|4.1600062E-5
after|216|1.19069045E-4
after|1173|1.7982698E-5
after|217|8.427906E-5
after|218|2.9623613E-4
after|1175|2.5389965E-5
after|1176|1.0090963E-4
after|1177|2.4148215E-4
after|213|4.005509E-4
after|1179|1.08075365E-4
after|215|5.679871E-4
after|1181|3.3262088E-5
after|209|7.964629E-5
after|210|8.067063E-5
after|239|2.7267524E-4
after|1186|6.596042E-5
after|237|5.739968E-4
after|1184|6.7014707E-4
after|235|1.590991E-4
after|1188|4.7004857E-4
after|232|4.595143E-5
after|1195|5.093493E-4
after|230|5.2442076E-4
after|228|3.831125E-4
after|227|5.7362464E-5
after|225|1.5047891E-4
after|1196|0.0010359514
after|224|3.7531226E-4
after|1202|1.309284E-4
after|1203|4.138106E-4
after|255|3.7890082E-4
after|252|4.34469E-5
after|1201|1.6456578E-4
after|1204|2.2346398E-4
after|248|2.5262416E-4
after|249|3.5355013E-4
after|246|2.3815747E-4
after|1209|5.2394527E-5
after|242|1.327557E-4
after|240|4.2550068E-4
after|1213|3.2970678E-5
after|274|1.6335769E-4
after|272|4.673222E-4
after|279|1.7407417E-4
after|278|5.601992E-4
after|277|0.0010386112
after|276|5.798929E-5
after|281|5.8301343E-5
after|280|4.5665895E-4
after|287|5.6258845E-4
after|286|1.1394877E-4
after|1361|1.8656178E-4
after|285|1.1438393E-4
after|284|1.9338347E-4
after|1358|2.4535826E-5
after|259|1.9674494E-4
after|257|2.3835205E-4
after|1357|2.3450462E-4
after|1354|5.168295E-5
after|1355|9.513618E-5
after|263|2.1130663E-4
after|1352|1.1888118E-4
after|1350|1.6346562E-4
after|267|0.0013193745
after|1348|5.9106926E-5
after|270|0.0032476443
after|1345|3.0365758E-5
after|269|2.5213766E-4
after|305|4.6552057E-4
after|1404|7.043877E-5
after|307|6.7684E-5
after|1406|3.1909374E-5
after|306|3.3824542E-4
after|309|3.068532E-4
after|1400|1.16418756E-4
after|1402|1.6721564E-4
after|310|2.1759418E-4
after|312|1.657511E-4
after|319|3.2916604E-4
after|288|5.483737E-4
after|1389|4.320938E-5
after|290|3.13042E-4
after|291|2.7430875E-4
after|1384|3.1063717E-4
after|292|1.0570989E-4
after|293|3.825187E-4
after|1386|3.3026404E-4
after|294|4.8616988E-4
after|1387|7.205659E-5
after|295|1.420257E-4
after|296|3.9971423E-5
after|297|2.7377254E-4
after|298|9.2255024E-5
after|302|1.2299977E-4
after|343|3.0524112E-4
after|342|5.741414E-5
after|1305|2.2979954E-4
after|341|1.4697567E-4
after|1304|1.1046198E-4
after|1309|1.0435244E-4
after|337|1.4025862E-4
after|1308|3.0249887E-4
after|350|7.8632875E-5
after|347|8.708148E-5
after|346|2.2984562E-4
after|344|1.9168881E-4
after|324|2.4681704E-4
after|325|2.5163195E-4
after|322|0.0014298676
after|320|7.8121826E-5
after|321|2.5428456E-4
after|335|8.0325146E-5
after|332|2.5542616E-4
after|333|7.26558E-5
after|330|9.072273E-4
after|331|1.8523553E-4
after|328|0.007834738
after|329|2.098924E-4
after|1339|1.4431681E-4
after|375|9.043613E-5
after|374|1.2233706E-4
after|369|1.5576213E-4
after|368|3.9469643E-4
after|371|4.1641804E-4
after|370|3.579418E-4
after|381|7.64425E-5
after|380|5.917764E-4
after|383|2.569104E-4
after|382|6.487507E-5
after|376|1.7307275E-4
after|1334|1.4042789E-4
after|356|6.0013113E-5
after|357|1.1072055E-4
after|358|3.5639803E-4
after|359|1.5123773E-4
after|352|2.4994093E-4
after|354|6.687352E-5
after|355|5.5091667E-5
after|364|2.8834885E-4
after|365|2.4244878E-4
after|366|8.404325E-5
after|367|6.6305816E-5
after|362|1.12957525E-4
after|363|7.707105E-5
after|410|3.5284364E-4
after|411|8.6343725E-4
after|409|3.0765784E-4
after|1490|1.555499E-4
after|414|1.0094968E-4
after|415|3.7679754E-4
after|412|4.178653E-4
after|413|4.1229272E-5
after|1502|2.1178646E-5
after|402|8.183251E-5
after|400|1.0453049E-4
after|401|6.407172E-5
after|1498|4.6222518E-5
after|406|2.935073E-4
after|407|1.08241475E-4
after|1496|5.169056E-4
after|404|6.950518E-5
after|405|5.2870877E-5
after|1497|1.7199198E-5
after|1479|1.3458433E-4
after|395|1.3633298E-4
after|392|4.8895023E-4
after|399|3.8468078E-4
after|397|1.3916816E-4
after|385|6.18078E-5
after|391|1.2478423E-4
after|390|9.627534E-4
after|1480|6.712744E-5
after|441|0.0013334727
after|442|2.5999872E-4
after|444|4.6158882E-5
after|446|7.318072E-5
after|447|2.1427166E-5
after|432|2.6335905E-4
after|433|4.347246E-5
after|1535|9.427627E-5
after|436|1.8054801E-4
after|438|7.513264E-4
after|429|2.3254087E-4
after|428|7.819847E-5
after|431|3.524727E-5
after|1506|9.316893E-5
after|416|4.486114E-4
after|1516|4.5936933E-5
after|1519|1.9761178E-4
after|419|2.8049082E-5
after|421|3.6210642E-4
after|423|1.4500956E-4
after|478|2.4265591E-5
after|479|1.0120857E-4
after|476|1.9664904E-4
after|475|6.836728E-4
after|473|1.9526258E-5
after|470|1.01198915E-4
after|471|1.8669415E-4
after|469|5.825977E-5
after|1438|4.7309513E-5
after|466|2.1446902E-4
after|467|1.8009402E-4
after|464|2.7592198E-4
after|465|5.632294E-5
after|459|1.13574984E-4
after|1415|2.8122515E-5
after|1414|1.6300903E-4
after|458|4.2835413E-4
after|457|4.937821E-4
after|1419|9.26871E-5
after|455|2.5720868E-4
after|454|2.480187E-4
after|453|1.2737318E-4
after|1416|9.2091446E-5
after|452|3.2398774E-4
after|450|1.3866085E-4
after|448|1.2532856E-4
after|1458|5.5015367E-5
after|510|1.7367987E-4
after|511|8.8149834E-5
after|1460|5.5896817E-5
after|1462|1.3405884E-4
after|507|2.8848674E-4
after|502|5.8583386E-4
after|503|1.3183402E-4
after|497|2.0531568E-4
after|499|2.8665955E-4
after|493|6.617787E-5
after|1442|2.0117968E-4
after|494|5.6404487E-4
after|488|1.9433256E-4
after|490|5.3585565E-5
after|485|0.0028221768
after|486|1.065151E-4
after|480|4.5978694E-4
after|1455|7.456447E-5
after|482|3.7502152E-5
after|550|5.4993656E-5
after|1642|9.4933945E-5
after|551|2.8185843E-4
after|549|1.3219811E-4
after|546|5.6036064E-5
after|547|7.8893313E-4
after|558|6.498951E-5
after|556|1.9792482E-4
after|1633|1.5450814E-5
after|554|5.88005E-4
after|1639|1.1973737E-4
after|553|7.5338015E-5
after|567|1.8838077E-4
after|565|1.4292111E-4
after|1656|5.3743235E-5
after|561|3.3402448E-5
after|560|2.277803E-4
after|575|4.2728678E-4
after|1651|4.05383E-5
after|574|9.2778355E-5
after|572|4.793E-5
after|571|1.7645078E-4
after|1653|8.368529E-5
after|516|2.9474573E-4
after|517|7.928251E-5
after|514|3.995294E-4
after|515|2.6903237E-4
after|524|8.9871224E-5
after|1601|1.2237372E-4
after|520|2.465202E-4
after|521|6.7548535E-5
after|533|6.738834E-5
after|532|2.5562584E-4
after|1626|2.4096639E-4
after|534|3.7320313E-4
after|529|5.0906856E-5
after|528|2.4454005E-4
after|531|1.8323025E-4
after|530|8.589498E-5
after|1617|5.190997E-5
after|541|1.3871508E-4
after|540|1.3805673E-4
after|542|6.0270275E-5
after|537|1.759895E-4
