#iteration|nodeId|similarity
after|536|6.272462E-5
after|538|1.65333E-4
after|611|2.3820532E-4
after|608|6.590662E-5
after|1581|2.4953653E-4
after|612|9.6610274E-5
after|613|1.357887E-4
after|1574|2.810446E-5
after|618|3.766555E-4
after|616|2.5428264E-4
after|617|8.934609E-5
after|622|6.202337E-5
after|1571|1.7335222E-4
after|623|2.470573E-4
after|1568|7.998215E-5
after|620|1.09335204E-4
after|621|6.5681E-5
after|627|2.274463E-5
after|626|3.267095E-5
after|624|2.7808791E-4
after|1595|8.675931E-5
after|631|2.7681532E-4
after|630|1.5933259E-4
after|628|1.2552668E-4
after|632|6.213879E-4
after|636|9.0293746E-5
after|578|8.200186E-5
after|1551|8.266158E-5
after|580|7.5412834E-5
after|583|2.2473538E-4
after|584|2.5931944E-4
after|585|2.3322532E-4
after|1542|3.9853973E-4
after|589|1.8340898E-4
after|590|2.0783926E-4
after|1539|8.6467684E-5
after|593|2.282339E-4
after|596|1.2915024E-4
after|601|8.176439E-5
after|605|3.0271849E-5
after|604|4.1999627E-4
after|687|4.0200393E-5
after|685|7.378576E-5
after|684|7.835225E-5
after|681|5.2244606E-4
after|679|1.2712293E-4
after|1769|1.43227E-4
after|675|3.4965215E-5
after|674|8.701015E-5
after|673|1.2696684E-4
after|698|1.5794025E-4
after|1780|1.11856876E-4
after|696|1.7284622E-4
after|695|2.850919E-4
after|1787|7.489564E-5
after|692|4.5447025E-5
after|693|1.9244746E-4
after|691|5.264007E-5
after|653|1.1306854E-4
after|652|4.2994207E-4
after|655|3.724142E-5
after|654|5.377863E-4
after|644|2.2167443E-4
after|647|9.078609E-5
after|641|1.04812214E-4
after|643|5.1937554E-5
after|669|3.1018566E-4
after|670|4.3753083E-5
after|1748|5.3487005E-5
after|665|1.0660408E-4
after|661|3.459235E-4
after|662|4.1950967E-5
after|657|2.6481494E-4
after|658|3.061401E-5
after|747|5.208979E-5
after|750|3.597223E-4
after|1697|4.018129E-5
after|1711|5.5444805E-5
after|737|5.9708596E-5
after|742|6.458311E-5
after|762|3.5302446E-4
after|1719|8.425245E-5
after|763|1.412629E-4
after|760|1.5021264E-4
after|761|2.8232508E-4
after|1714|1.3229641E-4
after|766|1.3080542E-4
after|764|2.9650708E-5
after|755|6.439663E-5
after|759|1.3460396E-4
after|756|0.00135696
after|1721|2.8893357E-5
after|757|2.276124E-4
after|713|3.0181149E-5
after|712|1.5695248E-4
after|715|3.547443E-5
after|716|1.01400656E-4
after|719|2.982558E-5
after|1666|3.141873E-5
after|1677|5.510045E-5
after|704|6.0954684E-5
after|708|3.7645957E-5
after|710|1.6902332E-4
after|728|4.116875E-4
after|730|2.4571957E-4
after|731|5.188214E-5
after|732|2.552642E-4
after|733|1.9570833E-4
after|734|7.66004E-5
after|1682|4.908504E-5
after|735|5.415563E-5
after|720|3.2375625E-4
after|1693|6.5761364E-5
after|725|3.3881958E-4
after|1690|3.804401E-5
after|727|8.3279454E-5
after|821|7.929858E-5
after|820|1.6402449E-4
after|823|5.090299E-4
after|816|2.971012E-4
after|819|5.913406E-5
after|829|8.165303E-5
after|828|1.3756033E-4
after|825|2.538088E-5
after|824|2.121048E-4
after|1898|1.9364856E-4
after|806|2.9414316E-4
after|807|2.2167011E-4
after|801|8.54601E-5
after|802|8.936679E-5
after|803|1.9467909E-4
after|813|5.576795E-4
after|814|9.672063E-5
after|815|1.0931858E-4
after|810|6.725946E-5
after|1883|2.6782798E-5
after|791|3.4711295E-5
after|787|9.6029456E-4
after|785|1.478836E-4
after|797|6.518676E-5
after|795|9.7767304E-5
after|1878|4.4040126E-4
after|794|1.8574062E-4
after|1867|8.594399E-5
after|772|7.40902E-5
after|773|1.73069E-4
after|1870|6.19297E-5
after|768|2.1320157E-4
after|1869|3.6476558E-4
after|769|4.2210064E-5
after|885|4.918416E-5
after|887|8.922916E-5
after|893|8.255199E-4
after|892|1.6672733E-4
after|868|2.6307685E-5
after|870|2.4819185E-4
after|874|5.011459E-5
after|875|2.0915017E-4
after|878|2.7075555E-4
after|851|1.4270374E-4
after|849|6.9553775E-5
after|855|7.140236E-5
after|853|8.045135E-5
after|1815|2.0521462E-4
after|1810|1.9580896E-4
after|862|6.2334766E-5
after|835|7.025558E-5
after|832|4.292166E-4
after|833|1.7867987E-4
after|838|1.4577515E-4
after|839|2.4784065E-4
after|842|2.8750772E-4
after|846|9.208253E-4
after|847|1.1908205E-4
after|844|1.1079676E-4
after|957|2.580368E-4
after|958|1.8479452E-4
after|953|2.677278E-4
after|955|8.8336616E-5
after|951|3.426524E-5
after|944|1.9245778E-4
after|945|5.1361618E-5
after|946|3.9655213E-5
after|940|4.968091E-5
after|943|3.9099647E-5
after|942|2.5262267E-4
after|936|5.492221E-4
after|933|3.3400996E-4
after|935|2.5136015E-4
after|934|4.8374513E-5
after|930|2.2685093E-4
after|926|5.329853E-5
after|927|4.139498E-4
after|924|3.469967E-5
after|925|4.8789614E-5
after|923|3.4998494E-4
after|919|3.0984662E-5
after|916|1.8323987E-4
after|913|4.527136E-5
after|908|3.096169E-4
after|906|4.9403163E-5
after|905|8.6797656E-5
after|902|1.7195722E-4
after|896|8.067137E-5
after|1016|1.3791154E-4
after|1971|2.7196953E-4
after|1010|7.6001925E-5
after|1012|5.2347223E-5
after|1013|2.2932088E-4
after|1001|1.8811399E-4
after|1000|9.252287E-5
after|1003|4.2063104E-5
after|993|7.473438E-5
after|997|1.1013972E-4
after|996|1.932402E-4
after|999|6.403636E-5
after|986|2.1895858E-5
after|987|1.9583262E-4
after|991|5.7862984E-5
after|988|6.153879E-5
after|982|5.121061E-4
after|981|2.697891E-4
after|1927|6.9005604E-5
after|971|4.681918E-5
after|969|3.5855082E-5
after|972|5.5639925E-5
after|962|7.539723E-5
after|961|3.717547E-4
after|967|1.2070854E-4
after|964|1.2053363E-4
